单位配置ID;单位名称;单位描述;单位配置ID;单位名称;单位描述;模型;图标;类型;类别;分类1;分类2;分类3;星级;攻击（技能）;可视范围;人工智能;基础属性（json）;升级属性;强化属性+1;强化属性+2;强化属性+3;强化属性+4;强化属性+5;装备;技能
200010;hero_name_0010;hero_desc_0010;200010;hero_name_0010;hero_desc_0010;Snowgirl;icon_role_0010;1;1;2;1;2;5;300001;30;HeroBrain;{"hp":987,"mp":0, "maxHp":987,"maxMp":100,"damage":46,"defend":50,"magicDamage":38,"magicDefend":29,"critValue":29,"dodgeValue":29,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":9};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300001,0,0,0,0]
200011;hero_name_0011;hero_desc_0011;200011;hero_name_0011;hero_desc_0011;Snowgirl;icon_role_0011;1;1;2;3;1;4;300001;30;HeroBrain;{"hp":837,"mp":0, "maxHp":837,"maxMp":100,"damage":39,"defend":42,"magicDamage":29,"magicDefend":23,"critValue":25,"dodgeValue":25,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100001,100002,100003,100004,100005,100006]],[2,[100007,100008,100009,100010,100011,100012]],[3,[100013,100014,100015,100001,100001,100001]],[4,[100001,1000001,1000001,100001,100001,100001]],[5,[100001,1000001,1000001,100001,100001,100001]],[6,[100001,1000001,1000001,100001,100001,100001]],[7,[100001,1000001,1000001,100001,100001,100001]],[8,[100001,1000001,1000001,100001,100001,100001]],[9,[100001,1000001,1000001,100001,100001,100001]],[10,[100001,1000001,1000001,100001,100001,100001]]];[300001,0,0,0,0]
200012;hero_name_0012;hero_desc_0012;200012;hero_name_0012;hero_desc_0012;Snowgirl;icon_role_0012;1;1;2;2;3;1;300002;30;HeroBrain;{"hp":266,"mp":0, "maxHp":266,"maxMp":100,"damage":33,"defend":20,"magicDamage":18,"magicDefend":13,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":11};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100121,100122,100123,100124,100125,100126]],[2,[100127,100128,100129,100130,100131,100132]],[3,[100133,100134,100135,100136,100137,100138]],[4,[100139,100140,100141,100142,100143,100144]],[5,[100145,100146,100147,100148,100149,100150]],[6,[100151,100152,100153,100154,100155,100156]],[7,[100157,100158,100159,100160,100161,100162]],[8,[100163,100164,100165,100166,100167,100168]],[9,[100169,100170,100171,100172,100173,100174]],[10,[100175,100176,100177,100178,100179,100180]]];[300002,0,0,0,0]
200013;hero_name_0013;hero_desc_0013;200013;hero_name_0013;hero_desc_0013;Snowgirl;icon_role_0013;1;1;2;1;2;1;300001;30;HeroBrain;{"hp":253,"mp":0, "maxHp":253,"maxMp":100,"damage":32,"defend":20,"magicDamage":19,"magicDefend":13,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":12};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300001,0,0,0,0]
200014;hero_name_0014;hero_desc_0014;200014;hero_name_0014;hero_desc_0014;Snowgirl;icon_role_0014;1;1;2;1;1;1;300001;30;HeroBrain;{"hp":205,"mp":0, "maxHp":205,"maxMp":100,"damage":20,"defend":15,"magicDamage":37,"magicDefend":26,"critValue":15,"dodgeValue":15,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":13};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100001,100002,100003,100004,100005,100006]],[2,[100007,100008,100009,100010,100011,100012]],[3,[100013,100014,100015,100001,100001,100001]],[4,[100001,1000001,1000001,100001,100001,100001]],[5,[100001,1000001,1000001,100001,100001,100001]],[6,[100001,1000001,1000001,100001,100001,100001]],[7,[100001,1000001,1000001,100001,100001,100001]],[8,[100001,1000001,1000001,100001,100001,100001]],[9,[100001,1000001,1000001,100001,100001,100001]],[10,[100001,1000001,1000001,100001,100001,100001]]];[300001,0,0,0,0]
200015;hero_name_0015;hero_desc_0015;200015;hero_name_0015;hero_desc_0015;Snowgirl;icon_role_0015;1;1;2;1;4;4;300002;30;HeroBrain;{"hp":405,"mp":0, "maxHp":405,"maxMp":100,"damage":34,"defend":27,"magicDamage":65,"magicDefend":46,"critValue":24,"dodgeValue":24,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":14};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100181,100122,100123,100124,100125,100126]],[2,[100182,100128,100129,100130,100131,100132]],[3,[100183,100134,100135,100136,100137,100138]],[4,[100184,100140,100141,100142,100143,100144]],[5,[100185,100146,100147,100148,100149,100150]],[6,[100186,100152,100153,100154,100155,100156]],[7,[100187,100158,100159,100160,100161,100162]],[8,[100188,100164,100165,100166,100167,100168]],[9,[100189,100170,100171,100172,100173,100174]],[10,[100190,100176,100177,100178,100179,100180]]];[300002,0,0,0,0]
200016;hero_name_0016;hero_desc_0016;200016;hero_name_0016;hero_desc_0016;Snowgirl;icon_role_0016;1;1;2;3;4;4;300002;30;HeroBrain;{"hp":414,"mp":0, "maxHp":414,"maxMp":100,"damage":54,"defend":33,"magicDamage":32,"magicDefend":23,"critValue":45,"dodgeValue":45,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":15};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100181,100122,100123,100124,100125,100126]],[2,[100182,100128,100129,100130,100131,100132]],[3,[100183,100134,100135,100136,100137,100138]],[4,[100184,100140,100141,100142,100143,100144]],[5,[100185,100146,100147,100148,100149,100150]],[6,[100186,100152,100153,100154,100155,100156]],[7,[100187,100158,100159,100160,100161,100162]],[8,[100188,100164,100165,100166,100167,100168]],[9,[100189,100170,100171,100172,100173,100174]],[10,[100190,100176,100177,100178,100179,100180]]];[300002,0,0,0,0]
200017;hero_name_0017;hero_desc_0017;200017;hero_name_0017;hero_desc_0017;Snowgirl;icon_role_0017;1;1;2;2;2;2;300001;30;HeroBrain;{"hp":285,"mp":0, "maxHp":285,"maxMp":100,"damage":38,"defend":23,"magicDamage":25,"magicDefend":18,"critValue":32,"dodgeValue":32,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":16};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300001,0,0,0,0]
200018;hero_name_0018;hero_desc_0018;200018;hero_name_0018;hero_desc_0018;Snowgirl;icon_role_0018;1;1;2;2;1;3;300001;30;HeroBrain;{"hp":673,"mp":0, "maxHp":673,"maxMp":100,"damage":32,"defend":34,"magicDamage":27,"magicDefend":20,"critValue":21,"dodgeValue":21,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":17};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100001,100002,100003,100004,100005,100006]],[2,[100007,100008,100009,100010,100011,100012]],[3,[100013,100014,100015,100001,100001,100001]],[4,[100001,1000001,1000001,100001,100001,100001]],[5,[100001,1000001,1000001,100001,100001,100001]],[6,[100001,1000001,1000001,100001,100001,100001]],[7,[100001,1000001,1000001,100001,100001,100001]],[8,[100001,1000001,1000001,100001,100001,100001]],[9,[100001,1000001,1000001,100001,100001,100001]],[10,[100001,1000001,1000001,100001,100001,100001]]];[300001,0,0,0,0]
200019;hero_name_0019;hero_desc_0019;200019;hero_name_0019;hero_desc_0019;Snowgirl;icon_role_0019;1;1;2;2;2;4;300001;30;HeroBrain;{"hp":380,"mp":0, "maxHp":380,"maxMp":100,"damage":35,"defend":26,"magicDamage":64,"magicDefend":45,"critValue":25,"dodgeValue":25,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":18};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300001,0,0,0,0]
200020;hero_name_0020;hero_desc_0020;200020;hero_name_0020;hero_desc_0020;Snowgirl;icon_role_0020;1;1;2;2;1;3;300001;30;HeroBrain;{"hp":709,"mp":0, "maxHp":709,"maxMp":100,"damage":31,"defend":35,"magicDamage":25,"magicDefend":19,"critValue":19,"dodgeValue":19,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":19};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100001,100002,100003,100004,100005,100006]],[2,[100007,100008,100009,100010,100011,100012]],[3,[100013,100014,100015,100001,100001,100001]],[4,[100001,1000001,1000001,100001,100001,100001]],[5,[100001,1000001,1000001,100001,100001,100001]],[6,[100001,1000001,1000001,100001,100001,100001]],[7,[100001,1000001,1000001,100001,100001,100001]],[8,[100001,1000001,1000001,100001,100001,100001]],[9,[100001,1000001,1000001,100001,100001,100001]],[10,[100001,1000001,1000001,100001,100001,100001]]];[300001,0,0,0,0]
200021;hero_name_0021;hero_desc_0021;200021;hero_name_0021;hero_desc_0021;Snowgirl;icon_role_0021;1;1;2;1;3;3;300002;30;HeroBrain;{"hp":384,"mp":0, "maxHp":384,"maxMp":100,"damage":46,"defend":29,"magicDamage":26,"magicDefend":19,"critValue":37,"dodgeValue":37,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":20};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100121,100122,100123,100124,100125,100126]],[2,[100127,100128,100129,100130,100131,100132]],[3,[100133,100134,100135,100136,100137,100138]],[4,[100139,100140,100141,100142,100143,100144]],[5,[100145,100146,100147,100148,100149,100150]],[6,[100151,100152,100153,100154,100155,100156]],[7,[100157,100158,100159,100160,100161,100162]],[8,[100163,100164,100165,100166,100167,100168]],[9,[100169,100170,100171,100172,100173,100174]],[10,[100175,100176,100177,100178,100179,100180]]];[300002,0,0,0,0]
